1729771937.7976398,28,65
1729771947.7984939,606,1814
1729771957.799274,603,1841
1729771967.8003283,605,1829
1729771977.801253,605,1824
1729771987.802394,603,1838
1729771997.803098,600,1821
1729772007.8037298,601,1830
1729772017.804432,602,1837
1729772027.805034,602,1832
1729772037.8063276,602,1828
1729772047.8076298,601,1828
1729772057.8088071,602,1829
1729772067.8100402,601,1817
1729772077.8109999,601,1840
1729772087.8118806,601,1829
1729772097.8125753,603,1827
1729772107.8138826,605,1335
1729772117.8147573,609,1228
1729772127.8159993,610,1224
