1729765243.276066,4,0
1729765273.7327745,16,2
1729765283.73526,548,977
1729765293.7366362,620,1207
1729765303.7384768,619,1205
1729765313.7417192,621,1210
1729765323.7449424,622,1210
1729765333.7475874,620,1210
1729765343.749933,623,1211
1729765353.7523847,622,1206
1729765363.7539823,622,1205
1729765373.7574239,621,1210
1729765383.7592604,621,1207
1729765393.763563,623,1210
1729765403.766602,622,1211
1729765413.7682297,620,1205
1729765423.770861,622,1211
1729765433.7738168,621,1208
1729765443.7776284,621,1211
1729765453.7802322,620,1212
1729765463.782828,622,1213
1729765473.784583,622,1209
1729765483.8294,622,1219
1729765493.8314824,623,1210
1729765503.8332133,630,1211
1729765513.8367453,622,1211
1729765523.839157,621,1211
1729765533.8419302,623,1208
1729765543.8444939,622,1207
1729765553.8464544,622,1207
1729765563.84971,622,1208
1729765573.851647,622,1207
1729765583.853311,622,1209
1729765593.8560991,622,1209
1729765603.8574958,620,1205
1729765613.8608568,621,1205
1729765623.8631153,622,1204
1729765633.865348,621,1206
1729765643.867644,622,1206
1729765653.8699403,624,1208
1729765663.8729234,622,1210
1729765673.8770547,622,1215
1729765683.8804579,623,1209
1729765693.884061,622,1210
1729765703.8875256,620,1214
1729765713.8901157,622,1216
1729765723.8919413,622,1210
1729765733.8937085,620,1212
1729765743.8957453,621,1213
1729765753.8981066,623,1211
1729765763.9000442,623,1212
1729767348.6577258,341,0
