1728731157.8723745,4,0
1728731167.873525,590,0
1728731491.9595258,0,6
1728731501.960669,111,54
1728731511.9614906,609,618
1728731521.962371,604,616
1728731531.9637742,605,611
1728731541.9650486,604,617
1728731551.9683092,604,619
1728732338.0213675,354,265
1728732348.061086,611,623
1728732358.0632708,611,620
1728732368.0667562,609,618
1728732378.0683444,602,618
1728732388.0698767,602,616
1728732398.0731404,603,618
1728732408.0766246,601,618
1728732418.0820813,603,617
1728732428.0833962,602,617
1728732438.0865557,603,617
1728732448.0888457,603,617
1728732458.0908108,602,618
1728732468.134657,600,619
1728732478.136327,602,618
1728732488.139954,603,619
