1729765243.278061,0
1729765273.7377467,0
1729765283.7409132,0
1729765293.74662,0
1729765303.7484338,0
1729765313.7496915,0
1729765323.7516215,0
1729765333.756556,0
1729765343.7584925,0
1729765353.760363,0
1729765363.7648995,0
1729765373.7674398,0
1729765383.7702012,0
1729765393.7725239,0
1729765403.7742734,0
1729765413.777205,0
1729765423.7795658,0
1729765433.7819633,0
1729765443.7836475,0
1729765453.7861822,0
1729765463.7878113,0
1729765473.7908545,0
1729765483.7934961,0
1729765493.795525,0
1729765503.7970097,0
1729765513.7996979,0
1729765523.8012624,0
1729765533.805022,0
1729765543.8079872,0
1729765553.8115556,0
1729765563.8144662,0
1729765573.8157156,0
1729765583.8183615,0
1729765593.820028,0
1729765603.8644664,0
1729765613.865802,0
1729765623.869135,0
1729765633.8713317,0
1729765643.8736796,0
1729765653.8759272,0
1729765663.8778481,0
1729765673.8800542,0
1729765683.8844953,0
1729765693.890526,0
1729765703.8955038,0
1729765713.8970966,0
1729765723.9002106,0
1729765733.9037225,0
1729765743.9087286,0
1729765753.9110703,0
1729765763.9159591,0
1729767348.658695,0
