1728731157.8723745,1.2916666666666667,0.0
1728731167.873525,427.8616666666667,0.0
1728731491.9595258,0.0,2.08
1728731501.960669,56.67,36.531666666666666
1728731511.9614906,310.315,459.065
1728731521.9643707,307.8016666666667,457.1816666666667
1728731531.9647741,308.2783333333333,454.5416666666667
1728731541.9650486,307.78,459.8183333333333
1728731551.9663105,307.79833333333335,461.415
1728732338.0223932,0.62,0.68
1728732348.061086,1.07,1.59
1728732358.0623226,1.07,1.58
1728732368.0657604,1.07,1.58
1728732378.067302,1.05,1.58
1728732388.0689225,1.05,1.58
1728732398.0714874,1.05,1.58
1728732408.0738816,1.05,1.58
1728732418.0761752,1.05,1.58
1728732428.0786402,1.05,1.58
1728732438.080558,1.05,1.58
1728732448.0848947,1.06,1.58
1728732458.0871265,1.05,1.58
1728732468.0895083,1.05,1.58
1728732478.0915904,1.05,1.58
1728732488.094282,1.05,1.58
