1729765243.2770739,0.00,0.00
1729765273.7370262,0.02,0.00
1729765283.7389138,1.38,1.79
1729765293.7405944,1.61,2.21
1729765303.7434094,1.62,2.21
1729765313.7457047,1.58,2.21
1729765323.7476246,1.59,2.21
1729765333.749525,1.63,2.21
1729765343.7518806,1.62,2.22
1729765353.7533834,1.58,2.21
1729765363.7549686,1.61,2.20
1729765373.7584624,1.61,2.21
1729765383.7602742,1.59,2.21
1729765393.763563,1.63,2.21
1729765403.7682908,1.58,2.22
1729765413.7692027,1.61,2.21
1729765423.772601,1.61,2.22
1729765433.7748153,1.59,2.21
1729765443.7796257,1.61,2.22
1729765453.7831857,1.60,2.22
1729765463.7858076,1.61,2.22
1729765473.7888582,1.63,2.21
1729765483.7915015,1.60,2.22
1729765493.7935307,1.60,2.22
1729765503.795029,1.58,2.22
1729765513.7977057,1.59,2.22
1729765523.8002634,1.57,2.21
1729765533.8030694,1.59,2.22
1729765543.805033,1.59,2.21
1729765553.809553,1.60,2.21
1729765563.812467,1.59,2.21
1729765573.8147109,1.59,2.21
1729765583.8173628,1.61,2.21
1729765593.820028,1.60,2.21
1729765603.8221588,1.57,2.20
1729765613.8247848,1.62,2.20
1729765623.8271806,1.60,2.20
1729765633.8311737,1.56,2.20
1729765643.8337333,1.60,2.21
1729765653.8360274,1.57,2.21
1729765663.8375008,1.61,2.22
1729765673.8400645,1.63,2.22
1729765683.84256,1.61,2.22
1729765693.8446536,1.63,2.22
1729765703.8468683,1.59,2.22
1729765713.8492255,1.61,2.22
1729765723.8508306,1.60,2.22
1729765733.8528605,1.61,2.22
1729765743.8548155,1.61,2.22
1729765753.8579204,1.60,2.22
1729765763.8607552,1.62,2.22
1729767348.658695,0.59,0.00
