1729765243.276066,4,0
1729765273.7370262,16,2
1729765283.7399175,548,979
1729765293.7416368,620,1205
1729765303.7454095,620,1206
1729765313.7467532,621,1209
1729765323.7496223,621,1211
1729765333.7525604,620,1210
1729765343.753872,623,1210
1729765353.755387,622,1206
1729765363.7569194,623,1205
1729765373.7604153,620,1210
1729765383.7622159,621,1207
1729765393.7645118,623,1210
1729765403.769287,622,1211
1729765413.7701895,620,1205
1729765423.773581,622,1211
1729765433.776409,621,1208
1729765443.7796257,621,1211
1729765453.7831857,621,1212
1729765463.786805,621,1213
1729765473.791456,622,1209
1729765483.8304236,622,1219
1729765493.8324792,623,1210
1729765503.8332133,630,1211
1729765513.8357472,622,1210
1729765523.8381684,621,1212
1729765533.8399289,623,1208
1729765543.8425303,622,1206
1729765553.8444161,622,1208
1729765563.847712,622,1208
1729765573.849622,622,1207
1729765583.851316,622,1209
1729765593.8540163,622,1209
1729765603.8554914,620,1205
1729765613.8598168,621,1205
1729765623.8621266,622,1204
1729765633.8663478,621,1206
1729765643.867644,622,1206
1729765653.8709366,624,1208
1729765663.8729234,622,1210
1729765673.87606,622,1214
1729765683.8774664,623,1210
1729765693.8795192,622,1210
1729765703.8815398,620,1214
1729765713.8831327,621,1215
1729765723.8859499,622,1211
1729765733.8877308,620,1211
1729765743.8907242,622,1213
1729765753.893127,623,1211
1729765763.8950114,622,1212
1729767348.658695,341,0
