1729765244.2788064,0.0,55.86328125
1729765274.7381961,4.7,56.0859375
1729765285.7415967,43.8,56.87890625
1729765296.744149,39.1,57.05859375
1729765307.7466583,42.2,57.05859375
1729765318.7512515,37.5,57.13671875
1729765329.7548168,35.9,57.09765625
1729765340.7576883,39.1,57.13671875
1729765351.7611759,56.2,57.13671875
1729765362.765969,43.8,57.13671875
1729765373.7690063,34.4,58.39453125
1729765384.77257,29.7,58.41015625
1729765395.7750592,45.3,58.41015625
1729765406.7782645,42.2,58.37890625
1729765417.782101,50.0,58.37890625
1729765428.7856524,40.6,58.37890625
1729765439.7898674,53.1,58.38671875
1729765450.835894,53.1,58.390625
1729765461.839675,43.8,58.390625
1729765472.842921,48.4,58.390625
1729765483.846699,46.9,58.390625
1729765494.8488436,10.9,58.390625
1729765505.8504045,43.8,58.3984375
1729765516.8538678,35.9,58.40625
1729765527.8591597,45.3,58.40625
1729765538.86282,32.8,58.40625
1729765549.8674772,54.7,58.40625
1729765560.8713589,45.3,58.40625
1729765571.8744879,40.6,58.43359375
1729765582.8778346,54.7,58.43359375
1729765593.8797474,46.9,58.43359375
1729765604.8836303,46.9,58.43359375
1729765615.8860085,59.4,58.43359375
1729765626.8887138,46.9,58.43359375
1729765637.8917398,40.6,58.43359375
1729765648.8952215,57.8,58.43359375
1729765659.8973691,53.1,58.43359375
1729765670.9010518,42.2,58.40234375
1729765681.9032617,46.9,58.40234375
1729765692.9067616,50.0,58.40234375
1729765703.9094694,39.1,58.40625
1729765714.911686,46.9,58.40625
1729765725.9157429,37.5,58.40625
1729765736.9194102,37.5,58.40625
1729765747.9232886,40.6,58.40625
1729765758.928201,47.7,58.40625
1729767349.6590662,12.5,64.55078125
