1728731157.8723745,0
1728731167.873525,0
1728731491.9595258,0
1728731501.960669,0
1728731511.9614906,0
1728731521.962371,0
1728731531.9637742,0
1728731541.9650486,0
1728731551.9663105,0
1728732338.0223932,0
1728732348.0630522,0
1728732358.0643084,0
1728732368.0700948,0
1728732378.072315,0
1728732388.0748994,0
1728732398.076127,0
1728732408.0775905,0
1728732418.0830784,0
1728732428.086388,0
1728732438.090536,0
1728732448.091795,0
1728732458.0938134,0
1728732468.0955389,0
1728732478.0985682,0
1728732488.1000156,0
