1728731157.871374,1,0
1728731167.8725252,1,0
1728731491.9585238,0,1
1728731501.959667,1,1
1728731511.9604836,1,1
1728731521.9613702,1,1
1728731531.9627743,1,1
1728731541.9640486,1,1
1728731551.9653094,1,1
1728732338.0214226,354,265
1728732348.0620553,611,623
1728732358.0632708,611,620
1728732368.0677881,609,618
1728732378.0713153,602,618
1728732388.0728655,602,616
1728732398.074134,603,618
1728732408.0786335,601,618
1728732418.0810935,603,617
1728732428.0824013,602,617
1728732438.0865557,603,617
1728732448.0878057,603,617
1728732458.089869,602,618
1728732468.0947635,600,619
1728732478.1382844,602,619
1728732488.1409605,603,618
