1729771951.2141593,61.31171078152127,60.60606002807617,62.11180114746094
1729771961.2157257,61.09651107788086,59.88024139404297,62.5
1729771971.2165382,60.06575660705566,58.82352828979492,60.60606002807617
1729771981.2180007,60.0760555267334,58.13953399658203,61.349693298339844
1729771991.220236,59.85061073303223,58.82352828979492,60.975608825683594
1729772001.2257903,59.60438766479492,58.13953399658203,60.975608825683594
1729772011.2283618,59.88493461608887,58.82352828979492,60.60606002807617
1729772021.2306972,60.090274810791016,58.82352828979492,61.349693298339844
1729772031.2328286,59.851946640014646,58.82352828979492,61.349693298339844
1729772041.2361534,59.571323776245116,58.13953399658203,61.349693298339844
1729772051.2400868,59.8888614654541,58.82352828979492,60.975608825683594
1729772061.2428117,60.03424301147461,59.17159652709961,62.11180114746094
1729772071.245157,60.03319892883301,58.82352828979492,61.349693298339844
1729772081.2475886,59.739379501342775,59.17159652709961,60.240966796875
1729772091.2507699,59.81150169372559,58.82352828979492,60.240966796875
1729772101.2543554,59.74586067199707,58.82352828979492,61.349693298339844
