1729777433.540697,62,56
1729777434.5426903,62,56
1729777435.5436478,63,63
1729777436.5444875,61,62
1729777437.5455933,62,62
1729777438.5467932,61,62
1729777439.5483775,63,62
1729777440.5498512,62,63
1729777441.551271,62,62
1729777442.552395,62,60
1729777443.5539544,62,63
1729777444.5552907,63,56
1729777445.5568388,62,69
1729777446.5583048,63,61
1729777447.5588078,62,62
1729777448.5598462,62,63
1729777449.5643833,63,62
1729777450.5653684,62,62
1729777451.56648,62,62
1729777452.5681045,62,60
1729777453.56891,62,63
1729777454.5703099,63,63
1729777455.5715816,61,62
1729777456.5741963,63,62
1729777457.5752158,62,61
1729777458.5760586,63,63
1729777459.5767086,62,61
1729777460.5778337,62,62
1729777461.5788348,62,61
1729777462.5803564,62,63
1729777463.581372,62,62
1729777464.582373,62,62
1729777465.5835235,62,61
1729777466.5852585,61,62
1729777467.5877638,62,62
1729777468.5904179,61,63
1729777469.592484,61,62
1729777470.5941122,61,60
1729777471.595887,61,64
1729777472.59808,61,62
1729777473.6007504,62,62
1729777474.6024883,61,62
1729777475.6043959,62,58
1729777476.6066713,62,66
1729777477.608096,61,62
1729777478.611282,62,60
1729777479.6130316,61,64
1729777480.6146274,61,60
1729777481.6161983,61,64
1729777482.6182215,61,63
1729777483.6206374,62,61
1729777484.6225083,62,63
1729777485.6246016,61,59
1729777486.6280797,61,63
1729777487.6301181,62,63
1729777488.6321552,62,63
1729777489.634233,61,57
1729777490.636832,61,67
1729777491.6387427,60,62
1729777492.6417415,62,59
1729777493.6432486,62,64
1729777494.6458025,62,63
1729777495.647074,62,62
1729777496.6492534,61,62
1729777497.6509674,62,62
1729777498.6524856,62,62
1729777499.6546621,61,61
1729777500.657968,62,62
1729777501.6603336,61,62
